index,Fund,Acct-Type,Acct-Div,Acct-Dept,Summ-Acct,GL-Account,2019-Actual,2020-Actual,2021-Budget,2022-Recommend,2023-Forecast
158,101: City General,REVENUES,Public Safety,101-302: Police,43000: Total DEPARTMENTAL REVENUE,BUREAU OF CRIME INDENTIFICATION,-9660,-11813,-13000,-10000,-13000
159,101: City General,REVENUES,Public Safety,101-302: Police,43000: Total DEPARTMENTAL REVENUE,POLICE PHOTO COPY,-174620,-280613,-240000,-150000,-229000
160,101: City General,REVENUES,Public Safety,101-302: Police,43000: Total DEPARTMENTAL REVENUE,FALSE POLICE ALARM BILLINGS REVENUE,-2070,0,-3000,-3000,-3000
161,101: City General,REVENUES,Public Safety,101-302: Police,43000: Total DEPARTMENTAL REVENUE,SCHOOL ZONE TRAFFIC CAMERAS,-3505024,-2822855,-2000000,-3448000,-3500000
162,101: City General,REVENUES,Public Safety,101-302: Police,43000: Total DEPARTMENTAL REVENUE,POLICE - RED LIGHT CAMERAS,-4395238,-4308353,-4000000,-4931000,-4400000
163,101: City General,REVENUES,Public Safety,101-302: Police,44000: Total FINES & FORFEITURES,FINES & PENALTIES (% STATE SUMMONS),-218791,-84509,-120000,-185000,-185000
164,101: City General,REVENUES,Public Safety,101-302: Police,46200: Total INSURANCE CHARGES,INSURANCE PROCEEDS,-21733,0,0,0,0
165,101: City General,REVENUES,Public Safety,101-302: Police,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-18354,-44541,-2400,-2000,0
166,101: City General,REVENUES,Public Safety,101-303: Fire,43000: Total DEPARTMENTAL REVENUE,MISCELLANEOUS FEES,0,-50,0,-50000,-50000
167,101: City General,REVENUES,Public Safety,101-303: Fire,43000: Total DEPARTMENTAL REVENUE,PLAN REVIEW FEES,-972799,-861746,-1239000,-750000,-1050000
168,101: City General,REVENUES,Public Safety,101-303: Fire,43000: Total DEPARTMENTAL REVENUE,RESCUE BILLINGS REVENUE,-58255,-36660,-50000,-48000,-60000
169,101: City General,REVENUES,Public Safety,101-303: Fire,43000: Total DEPARTMENTAL REVENUE,FIRE DEPARTMENT INSPECTIONS,-56230,-23700,-50000,-33500,-80000
170,101: City General,REVENUES,Public Safety,101-303: Fire,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-9828,-8784,-9000,-8000,0
171,101: City General,REVENUES,Public Safety,101-304: Communications,43000: Total DEPARTMENTAL REVENUE,MISCELLANEOUS FEES,-805799,-712062,-794532,-725000,-725000
172,101: City General,REVENUES,Public Safety,101-304: Communications,48000: Total MISCELLANEOUS RECEIPTS,TELEPHONE,-6657,-5799,-6000,-6800,-7000
173,101: City General,REVENUES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,42200: Total STATE GRANTS,STATE GRANT,-3675,-60817,-4000,-4000,0
174,101: City General,REVENUES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,0,-200,-500,0,0
175,101: City General,REVENUES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,48200: Total OTHER REVENUES,CIVIL DEFENSE REIMBURSEMENT,-179282,-149190,-225000,-225000,-225000
176,101: City General,REVENUES,Personnel / Human Resources,101-212: Personnel,43000: Total DEPARTMENTAL REVENUE,WITNESS FEES,0,-22,0,0,0
177,101: City General,REVENUES,Personnel / Human Resources,101-212: Personnel,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-495,-1911,0,0,0
178,101: City General,REVENUES,Information Technology,101-204: Data Processing,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,0,0,0,0,0
179,101: City General,REVENUES,Finance Departments,101-202: City Controller,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-16311,-14865,0,-14000,0
180,101: City General,REVENUES,Finance Departments,101-205: City Collector,43000: Total DEPARTMENTAL REVENUE,EXP OF COLLECT GENERAL PROPERTY TAX,-326208,-208211,-360000,-390000,-360000
181,101: City General,REVENUES,Finance Departments,101-205: City Collector,43000: Total DEPARTMENTAL REVENUE,SEARCHING RECORDS,-136951,-142261,-154008,-154008,-140000
182,101: City General,REVENUES,Finance Departments,101-205: City Collector,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,0,-85,0,0,0
183,101: City General,REVENUES,Finance Departments,101-207: City Tax Assessor,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,0,0,0,-420000,0
184,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,CERTIFIED COPIES,-8,-15,0,0,0
185,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,COPIES,-24496,-15441,-22980,-58800,0
186,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,CUSTOMER USE OF COPY MACHINES,-19150,0,0,0,0
187,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,RECORDER OF DEEDS FEES,-1146927,-1188384,-1568000,-1568000,-1568000
188,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,IRS LIEN DISCHARGES,-5274,-5083,-4980,-3500,-4008
189,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,43000: Total DEPARTMENTAL REVENUE,NO. BURIAL GROUNDS FEES,-10406,-12384,0,0,0
190,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-9134,-9111,-9960,0,0
191,101: City General,REVENUES,Finance Departments,101-901: Recorder of Deeds,48200: Total OTHER REVENUES,RHODE ISLAND REAL ESTATE CONVEY TAX,-3721154,-2334090,-2200000,-2506350,-2506350
192,101: City General,REVENUES,Law Department / City Solicitor,101-105: Law Department,43000: Total DEPARTMENTAL REVENUE,MISCELLANEOUS FEES,0,0,-1200,-1200,-1200
193,101: City General,REVENUES,Law Department / City Solicitor,101-105: Law Department,48000: Total MISCELLANEOUS RECEIPTS,MISCELLANEOUS REVENUE,-44798,-14281,-75000,-60000,0
194,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,50000: Total PERSONNEL SALARIES,SALARIES,40,0,0,0,0
195,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,0,0,0,0,0
196,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,0,0,0,0,0
197,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,0,0,0,0,0
198,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,52500: Total BANK CHARGES,TELLER SHORTAGE/OVERAGE,-67,5421,0,0,0
199,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,53500: Total OTHER SERVICES,MISC. EXPENSES,6035,0,0,0,0
200,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,55000: Total OTHER EXPENDITURES,CONTINGENCIES,521384,1005000,1090000,1090000,1090000
201,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,55000: Total OTHER EXPENDITURES,NEIGHBORHOOD REINVESTMENT,1207681,1778016,1500000,1500000,1500000
202,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,55000: Total OTHER EXPENDITURES,NEIGHBORHOOD SERVICES,269047,695000,478000,250000,250000
203,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,RAINY DAY & DEFICIT REDUCTION,0,0,100000,100000,0
204,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,TRANSFER TO SCHOOL CO. 10,128546611,130046611,130046611,134897350,139956001
205,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,TRANSFER TO  FUND 351,30125,0,0,0,0
206,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,TRANSFER TO MARY E SHARP TREE FUND 676,25000,0,0,0,0
207,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,TRANSFER TO 829,535963,476860,0,0,0
208,101: City General,EXPENSES,General (Non-Departmental),101-000: Non Departmental-General Fund,59000: Total TRANSFERS TO,TRANSFER TO 830,0,688046,0,0,0
209,101: City General,EXPENSES,General (Non-Departmental),101-01803: Heat Power & Light,52400: Total UTILITIES,HEAT & LIGHT & POWER,5075227,6032397,4642960,4578247,4578247
210,101: City General,EXPENSES,General (Non-Departmental),101-1400: Grants Commissions & Misc.,55000: Total OTHER EXPENDITURES,GRANT EXPENDITURES,5621162,5902662,6304750,6354750,6354750
211,101: City General,EXPENSES,General (Non-Departmental),101-1500: Ceremonies,55000: Total OTHER EXPENDITURES,CEREMONIES,7500,7500,9030,9030,9030
212,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,DEBT SERVICE - PRINCIPAL,14797398,17584223,21855410,9446223,10068223
213,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,DEBT SERVICE - INTEREST,11123693,11672049,11954480,4234317,8249730
214,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,PRINCIPAL PAYMENTS -  MASTER LEASES,2647783,3371219,2659530,5520763,5608278
215,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,INTEREST PAYMENTS - MASTER LEASES,245745,245745,400597,640846,553333
216,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,DEBT SERVICE RESERVE,311000,661345,0,0,0
217,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,52100: Total G&A SERVICES,FISCAL AGENTS FEES,3742,361077,17103,0,0
218,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,53040: Total LEASE COSTS,PRINCIPAL  RENTAL PAYMENTS - PPBA,26716167,5432171,10410001,29864167,30279166
219,101: City General,EXPENSES,General (Non-Departmental),101-223: Debt Service,53040: Total LEASE COSTS,INTEREST RENTAL PAYMENTS - PPBA,7068048,21223227,8047154,16010029,14746465
220,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,5157,3335,0,0,0
221,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,MEDICAL SERVICES - WORKMANS COMPENS,290442,98632,360000,360000,360000
222,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,12502,9910,0,0,0
223,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,180,182,0,0,0
224,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,INJURY PAYMENTS,1299868,1359035,1426564,1455096,1455096
225,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,80,48,0,0,0
226,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,14172,11386,0,0,0
227,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,275280,310567,0,0,0
228,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,192005,179882,275000,220000,221540
229,101: City General,EXPENSES,General (Non-Departmental),101-227: Workers Compensation,53500: Total OTHER SERVICES,MISC. EXPENSES,48994,46532,55000,55000,55385
230,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,51000: Total EMPLOYEE BENEFITS,EMPLOYEE DEATH BENEFITS,81782,126971,150000,130000,130000
231,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,-20442,0,0,0,0
232,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,51000: Total EMPLOYEE BENEFITS,STATE UNEMPLOY COMP,183920,213571,220000,220000,240000
233,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,221966,187481,0,0,0
234,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,51000: Total EMPLOYEE BENEFITS,TRANSFER TO RETIREE MEDICAL INS FUND,26039082,29134481,27757393,27212182,27756426
235,101: City General,EXPENSES,General (Non-Departmental),101-800: Benefits,53500: Total OTHER SERVICES,MISC. EXPENSES,411,0,0,0,0
236,101: City General,EXPENSES,City Council,101-102: City Council Members,50000: Total PERSONNEL SALARIES,SALARIES,285503,272021,285645,315173,318325
237,101: City General,EXPENSES,City Council,101-102: City Council Members,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,11441,9457,13704,13704,13704
238,101: City General,EXPENSES,City Council,101-102: City Council Members,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,70369,67246,78695,70068,73733
239,101: City General,EXPENSES,City Council,101-102: City Council Members,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,20809,19997,21852,21852,22071
240,101: City General,EXPENSES,City Council,101-102: City Council Members,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,70376,49238,62175,72420,73868
241,101: City General,EXPENSES,City Council,101-102: City Council Members,52100: Total G&A SERVICES,POSTAGE,29588,34443,45000,45000,45000
242,101: City General,EXPENSES,City Council,101-102: City Council Members,53200: Total PROFESSIONAL FEES,AUDIT,0,0,50000,50000,50000
243,101: City General,EXPENSES,City Council,101-102: City Council Members,53500: Total OTHER SERVICES,MISC. EXPENSES,126852,276270,137000,107472,108224
244,101: City General,EXPENSES,City Council,101-102: City Council Members,54000: Total OFFICE SUPPLIES,STATIONERY,0,0,0,1500,1511
245,101: City General,EXPENSES,City Council,101-102: City Council Members,55000: Total OTHER EXPENDITURES,CONTINGENCIES,0,16042,40000,40000,40000
246,101: City General,EXPENSES,City Council,101-102: City Council Members,55000: Total OTHER EXPENDITURES,TRANSFER - COUNCIL CONTINGENCY,25,3500,40000,40000,40000
247,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,SALARIES,463826,495494,754734,729117,729117
248,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,SALARIES-TEMPORARIES,0,0,30000,30000,30000
249,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,OVERTIME,3178,9034,6000,6000,6000
250,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,SICK LEAVE,26091,30126,0,0,0
251,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,VACATION,58881,34128,0,0,0
252,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,CALL BACK,26988,15050,24000,24000,24000
253,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,HOLIDAY,39004,32738,0,0,0
254,101: City General,EXPENSES,City Council,101-103: City Clerk,50000: Total PERSONNEL SALARIES,LONGEVITY,28026,18343,21900,23773,24011
255,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,10195,9257,10008,10008,10008
256,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,35435,35918,36400,36400,36400
257,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,170751,174046,213436,181356,190841
258,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,47734,46866,67304,76299,77062
259,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,AUTO ALLOWANCE,8208,0,0,0,0
260,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,29409,27110,27520,29120,30410
261,101: City General,EXPENSES,City Council,101-103: City Clerk,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,119663,112281,145262,165144,168447
262,101: City General,EXPENSES,City Council,101-103: City Clerk,52100: Total G&A SERVICES,POSTAGE,-459,36,240,240,240
263,101: City General,EXPENSES,City Council,101-103: City Clerk,52100: Total G&A SERVICES,ADVERTISING/MARKETING,66061,44285,84000,84000,84588
264,101: City General,EXPENSES,City Council,101-103: City Clerk,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,26921,7801,2400,2400,2417
265,101: City General,EXPENSES,City Council,101-103: City Clerk,52100: Total G&A SERVICES,PRINTING,11220,6917,18000,18000,18126
266,101: City General,EXPENSES,City Council,101-103: City Clerk,52400: Total UTILITIES,TELEPHONE,1743,424,900,900,906
267,101: City General,EXPENSES,City Council,101-103: City Clerk,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,6580,18000,18000,18000
268,101: City General,EXPENSES,City Council,101-103: City Clerk,52910: Total R&M OTHER,MAIN & SERVICE,20108,0,4800,4800,4834
269,101: City General,EXPENSES,City Council,101-103: City Clerk,53500: Total OTHER SERVICES,MISC. EXPENSES,2345,11677,36000,36000,36252
270,101: City General,EXPENSES,City Council,101-103: City Clerk,54000: Total OFFICE SUPPLIES,STATIONERY,9716,6232,5460,5460,5498
271,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,SALARIES,307333,328240,385129,437640,442016
272,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,OVERTIME,224,0,500,600,600
273,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,SICK LEAVE,16226,17160,0,0,0
274,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,VACATION,36268,32415,0,0,0
275,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,HOLIDAY,22476,25364,0,0,0
276,101: City General,EXPENSES,City Council,101-209: Treasury,50000: Total PERSONNEL SALARIES,LONGEVITY,19082,21242,23500,22668,22895
